text,target
والله هذا مصيركم المغاربه اعطيتم للنساء الحقوق اكثر من اللازم واصبحت هي تتصرف في كل شيء والقمر من ذلك اصبحت تضرب الرجل وهذا بسبب بعدكم علي الدين وعلي الرجوله اصبح الانسان او الشاب سياره المنكر ولا يستطيع ان يقول كلمه الحق اصبح الشاب مهمش لا حول ولا قوه له نطلب الرحمه اليه و لوالديه,0
الاطباء وااممرضين خايفين علي روسهمحتي هما,1
ان تنصروا الله ينصركم ويثبت اقدامكم,1
لايوجد اي فضل في صيام عاشوراء انها بدعه ابتدعها بنو اميه للتغطيه علي جريمتهم الكبري في قتلهم سيدنا الحسين بن علي واهل بيته الاطهار ال الرسول وصحبهم الكرام في هذا اليوم ولان في هذا اليوم يتذكر الناس تلك الفاجعه المءلمه المحزنه التي جرت علي اهل البيت فقد لفق الامويون احاديث كاذبه في فضل هذا اليوم وجعلوه عيدا للتمويه علي المسلمين والغاء هويه هذا اليوم وفي الحقيقه يوم عاشوراء هو اكبر ماتم من ماتم الاسلام والمسلمين,1
الرجوع الي المقاطعه قتلون حسبنا الله ونعم الوكيل زدونا في الاجور لا,1
ناس القصيبه من اطيب خلق الله منها تخرجو دكاتره ووزراء وضباط في الحرس الملكي من درجه الاوسمه الرفيعه *قلب احمر*,1
الوقايه المدنيه في العالم تجاوزت صهريج الماء وانابيب لو كان الحادث في بلد يحترم مواطنيه لجندت لذلك مروحيه تسبق لتخفيف النيران ريثما تصل الفرق المختصه قطاع النقل يعرف ازمه والدوله تازم الوضع بالاهمال والذي يضرني هو فتح جبهات توثر عده مع المانيا واسبانيا والجزاءر والبوليخاريو دون الاهتمام بتقويه الجبهه الداخليه,1
ضمنت من الجنه باب الامومه وباب الريان الذي يستحقه من يدخل الفرحه علي الاطفال,1
نمشي فبيكالا حسن مانمشي لقبر,1
الله يخلي لنا وزاره الصحه تديروا لنا,1
حتي لكساب ميليق ليه الخروف سداسي تيعطي السلاله ضعيفه,1
المواد الغذاءيه زادو فيها والاجور مكتزادش علاش المسكين فهاذ البلاد يمشي يموت الله ياخذ فيكم الحق,1
ماشاء الله باقي حتي مسخان ابلاصتو سي اخنوش وابدا في زياده وعيش المسكين في هد البلاد سعيده حسبنا الله ونعم الوكيل,1
حتا يخليه ليكم اخنوش ه,1
ما اخذ بالقوه لا يسترجع الا بالقوه,1
يطفروه بعد سكان خريبكه,1
الله ياخذ فيكم الحق اعطيت الامور الي غير اهلها يوجد بيننا اناس ضعفاء يستحقون احسن من مناصبكم وانتم تعلمون ذللك ومع ذللك,1
الناس كاين لي خرج من خدمتو بسبب الوباء وكاين لي ما مخلصش ثلاثه اشهر وكاين وكاين وكاين المغاربه راهم صابرين ولكن للصبر حدود لا حول ولا قوه الا بالله العلي العظيم استغفر الله العظيم استغفر الله العظيم استغفر الله العظيم استغفر الله العظيم حسبنا الله ونعم الوكيل,1
اب ثلميد لضرب مديره علي حساب ولدو واش هاد ولدو كيقرا شي او مقابل ضسارات اوي اسيدي اشقربك موظفين,1
يا ولد الشيخه سير فحالك سبته ومليليه ماشي ديالك,1
قليل في حقنا راينا الشعب كيف كان يسجع هراف الامه في انتخاب اعداء الامه,1
ياختي راه كديروا العنف مع الاباء والتلاميذ وذلك عشناه وشفناه راه ماغدي يضربك حته تستفزيه اي اي كيفاش مشيتي بالسياره لمقر الشرطه وفي الاخير ناعسه في البياص وهادي كذبه باينه بغتي تغرقيه مسكين,1
الله يرحمو,1
الله ياخد فيك الحق يا ظاليم,0
ديرو المسيره الخضراء 2,1
الله فرج علي مغاربه,1
فين هي كمامه تباعد,1
لا خير في جماعه تدعي الاسلام جوعت وقهرت المغاربه ترعي مصالحها والبورجوازيه,1
صراحه خاص يكون رءيس الحكومه شخص يكون عندوا واحد الحياه ديالو هوا مغربيه باش احس بينا كف عيشن الفقرا مشي هوا اعيش مع هدوك لي عندهم فلوس عندهم اي شيء,1
اللهم وفق كل من فيه الخير للعباد والبلاد,1
الله يعز المخزن تستاهلو الشفاره الخدمه ديالكم مضايقه المواطن واقلاق راحته,0
تتصورو معاه عجبهم الحال تتصورو معا واحد شفار لص,0
انا كجزاءريه اتمني لو يسترجع المغاربه ارض سبته ومليله لان اسبانيا سارقه الاراضي,0
الدراوش مساكن*قلب احمر* *وجه يبكي بصوت عال*,1
اصدقاء الكمامه تستعمل للكلاب فقط,1
الرد علي حكومه العار وقراراتها المءلمه بحق الشعب يوم الانتخابات ان شاء الله,0
صحاب صيدليات حثي هما باغين امصو جيوب الشعب الله يعطينا وجهكم سياسه النصب والاحتيال,0
مالقيت مانكول فتعليق مهم من عندي غي زيدو *وجه مفكر* *وجه مفكر* *وجه مفكر* *وجه مفكر*,1
الله ياخذ الحق فهاد الموسخه وسخت الحومه الله ينتقم منها سيدي ربيه وسدنا محمد السادس يعطيها حقها مسكينه,0
الجهل والفقر قنبله موقوته,1
ماتت العروس اثناء الزفاف فتزوج العريس اختها*علامه استفهام تعجب* دخلو سمعو القصه,1
اكبر نصابه علي وجه الارض برافو السلطات المحليه,0
قاطعوا الانتخابات لا تشاركوا في المسرحيه الدراميه,1
الله ياخذ بديه ويردو لوليداتوا سالم,1
البنات لي وجهوم ضعيف بزااف عندي ليكم الحل مكونات بدون راءحه كريهه اتفقصي ليا العديان كلشي ايقول ليك شنو درتي مرحبا بيكم ,1
قهرونا هاد الخوشبيش اللي كايتجمع هنا و السيبه اللي كايتسببو فيها,0
القرارات ليست منه هوفقط منديل لقد اتسخ وهادا ما ارادو للحزب ككل,1
الله يرحمو وبصبرك امبمتي,1
دير و المقاطعه كيفما درتو الحليب جابت نتيجه,1
سلام عليكم لباغي يتعلم الفرنسيه في مده وجيزه يتفرج في هذا فيديو ديال هذه قناه لكاتب هذا تعليق ويترك لنا تعليق تحفيزي من فظلكم,1
البحر ديالك,1
ه قتلو جاه من الاخر,1
الله يصبرك اميمتي وياخد الحق في لي كان سبب حسبنا الله ونعم الوكيل,1
الله ياخد الحق فهذاك لي حرر الاسعار,1
الزكاه ماكايناش,1
بدون شك,1
البحر اصلا مشي ديل لعومان وش هو بحلي هايج ومخلين البنات يدخلو الله يدير شي تويل,1
كما تم الاستماع الي العاملين بالقطاع كراء المظلات الشمسيه يجب الاستماع الي السلطه الوصيه التي اقدمت علي قرار المنع,1
راكم الا متجمعتوش وحتجيتو مكين حتي نتيجه حيت قوم ديال الكامون خاصك تحتج وتحيح وتعيط الصحافه يتفرجو فينا الدول عدا توصل الاخبار وعاد يشوفو اشنو خاصكم ه حقيقه المره,1
العثماني اشبع فلوس اغلاض واش الشلوح فين عمرهم حكموا لبلاد,0
هو الله يرحموا و المخزن ما غادي يديرلك حتي شيء الحق عند الله اوصافي,1
نصيحه لوجه الله ساذكرك بها كل يوم لا تترك صلاتك ابدا حين يحضر اجلك ستقول رب ارجعني لعلي اعمل صالحا فيما تركت,1
قهرتونا عقنا وفقنا بكم كتقلبو علي مصالحكم,1
ملامحي بدات تتحدث عن التعب الذي احمله بداخلي,1
الله يخد فيكم الحق ا عصابه اللصوص لبسين جلد الغول كتمتلو علي الدرويش,0
كان عليه يهرس مها من شي رجل ويمشي لحبس حسن ليه ماينتاحر راه جهنم نيشان,0
ياربي السلامه الله يرحمو وصبر اهله,1
ام امم قريب نبكي *يتوسل وجه*,1
ه العياشه لحمير يعايرو في الجزاءر ه,0
اما سيدك الذي لايعرف حتي قراءه الخطابات المكتوبه له و يتلكء امام الملا فاكثر شيء قدر عليه هو التطبيع مع الصهاينه لكن انظروا للقناه 12 لاخوانك كيف سخرت منه و من مستواه و فضحت سرقاته لخيراث البلاد اغبياء بالفطره,0
نرجو من السيد اخنوش ان ينتقم لشعب من حزب العداله والتنميه تخريب وخصوصا من عمده فاس اليزمي والمناطق الداودي والثعلب العثماني مع راس الافعي بنكيران,0
لا شيء يبرر احراق الانسان لنفسه هذا انتحار,1
جايبها يجري بيها لاكادير,1
كون خدامه الواجب ديالك بي لطف واحترام التلاميذ مغاديش توصلي العنف المجرمه الله يخد فيك الحق تقاي الله غادي يكون موصلكش وحطي عليه الباطل الله يخد فيك الحق تقاي الله راه الموت كاينه,0
الله ياخد فيهم الحق خلاو الناس ملهيين بكورونا والانتخابات ازارو في المواد كلها الله ياخد فيهم الحق مجرمين,0
الله يعطيك الصحه هذا هو الكلام الصحيح الله يوفق المغرب,1
يخرط عليكم,1
تعجلون بثوره الجياع ايها المسءولون اللهم عجل بهلاك الظالمين والفاسدين والمستبدين الطغاه وكل مءيديهم اللهم اخسف الارض من تحت ارجلهم فانهم لا يعجزونك يا الله يا مجيب دعوات المظلومين,1
تنفس الاختراقي لاحول ولا قوه الا بالله لمن كتسولو وحيرنا لمن عنتيقو,1
لان لا هناك اسعاف واغلب المواطنين لا يعرفون ولا هم متعلمين طريقه الاسعافات الاولي,1
الاقبال كان علي شراء الغنم بمناسبه عيد الاضحي الذي ثمنه يفوق ثمن الطعريجه بكثير المغاربه تغيرت عادات المغاربه في الاحتفال بعاشوراء في السبعينات كانت النساء في المساء يحملن مختلف ادات التطبيل من طعارج وبنادير ودربوكات الخ وينشدن هذا عيشور ما علينا حكام الالهالي ساعه متاخره من الليل اما الان فاصبح حمل الطعارج البنادر من قبل الاطفال الذكور والاناث في الشوارع,1
كلام فارغ دوله محتله في الشمال تريد احتلال بلاد جاره علي حدودها الجنوبيه,1
شد شد الحولي هرب,1
لا امان في التلقيح نفضل سنه بيضاء عوض اعطاء السم للاطفال المغاربه تري هل ستلقح ابناءك ايها المنافق,0
واش كاينه ناس محترمه ادخل عندنا الغروب واتساب,1
نتمنو من الله ان اديرو اشويا اديل الحق الرملاه,1
الله يشوف من حال و انشاء الله,1
اخناتون *الاصبع الوسطي*,0
كمن يمتح الماء من الماء,1
العداله والتنميه انتهت الي الابد في المغرب,1
انكم تستغلون البحر وتستفزون المواطن المغلوب,1
الله الوطن الملك *قلبين* *قلبين* مغربيه من عماله الراشيديه الله احفظ بلادنا ملكا وشعبا *ممتاز* *ممتاز* *كركديه* *كركديه* *ورده*,1
انا شاب يتيم من فلسطين اقوم بترتيل القرءان ادا اردت تشجيعي بمتابعه ادا لم ترد المرجو الدعوه لبلدي ولولدي بالرحمه,1
مشينا الحجر الصحي ثاني تفو,0
انا لله وانا اليه راجعونالله يرحمهم جميعا,1
تعازينا لاخوتنا المغاربه من جزاءر الاسلام,1
لا للرشوه,1
هدي لكتضرب رجال خسها تربا,1
اللهم فجر الارض بالبترول والنفط والفسفاط,1
انا بغيت تسول غي نايلي جالسين فديوهم شداتهم كورونا وعاده من الشرق للغرب للجنوب ماجاتهمش *وجه مبتسم* العجب,1
لا حول ولا قوه الي بالله,1
مازال ما فقتوا وعقتوا غا ينجح ما تعودوش تشوفوه ما لا حظتوش جميع المرشحين خرجوا ليهم الشماكريه يعايروهم شراوهم بلفلوس الا اخنوش ماخرجولوش شرا الطباله,0
ديه يموت لك,1
شو هذا اين احترام المسافات,1
النقل ككل استغلوا كورونا بالغلاء لا محاسب ولا مراقب,1
كان مرشح في المحمديه ومن نهار نجح مشفناه,1
المكان الحقيقي و المناسب لهادا الشخص و امثاله السجن مع استرجاع الاموال المنهوبه من غير حق,1
السلام عليكم انا اختكم فاطمه ام كرم عندي ثلاث اطفال ايتام ارجوكم الاهتمام لوجه الله الرقم في الصوره الشخصيه,1
السبب الاول وهو السلطات والدوله لمذا لانه احتلال الملك العمومي والبيع امام منازل الناس وفي ممرات الراجلين والبيع امام متاجر مرخصه وهدشي غادي اخلق مشاكل كبيره في المستقبل لمذا لم يتم خلق اسواق نموذجيه في جميع الاحياء ومنع احتلال الملك العمومي والبيع بالفوضي في اي مكان الاسواق او كراء المحلات هو الحل لا غير دالك اما بالنسبه لهاد سيده معندهاش الحق ضربوا,1
هادشي ماشي معقول درويش مبقاليه مايدير الله يخد الحق,1
الناس كدير مظاهرات علي حوايج مكتخصناش علاش مندروش علي هدشي لي فيه مصلاحتنا,1
25 شتنبر 2021,1
ما لي هذا الرجل الا يستحي والله خرج علي راسو وعلي الحزبوعلي المواطن كان عليه في البدايه ان يستقيل حتي لا يشوه سمعه الحزب ولكن فات الاوان,1
قناه كاذبه,0
شكرا جزيلا من تنضيف الشواطء من الاحتلال و الهيمنه,1
راه اخنوش يوف ينتقم منكم,1
زعما بلاكورونا داروا الطايله,1
نضرب مها نحيدلها شي يد و ندوز الحبس و منحرقش راسي,0
هذا السيد سادج تم توريطه في مسءوليه اكبر منه تم تمرير قوانين مجحفه في حق الفقراء وثم دعم الريع والفساد ودعم سياسات الافلات من العقاب,1
الله لا اله الا هو الحي القيوم لا تاخذه سنه ولا نوم له ما في السماوات وما في الارض من ذا الذي يشفع عنده الا باذنه يعلم ما بين ايديهم وما خلفهم ولا يحيطون بشيء من علمه الا بما شاء وسع كرسيه السماوات والارض ولا يءوده حفظهما وهو العلي العظيم,1
ربي يرزقها الصبر الام هي الطحيه فقده قره عينيها,1
اذا كنت في المغرب فاهرب,1
والله وخا تجيبوا رءيس ديال كوريا الشماليه لخميسات الي تغير فيها شي حاجه,1
مشاء الله بتوفيق,1
تحياتي سي عبد الفضيل شكرا علي مجهوداتكم,1
كينه الفلوس مكينش لقال اح الغلاء,1
اين وزاره لا صحه لاحول ولاقوه الا بالله مغرب محمد السادس و نموذج التنموي و المءسسات و بلاد كحله حق الرب,0
اللهم اشفي هذا الرجل ورد به الي منزله ردا جميلا مشافي معافي باذنك يا رب العالمين,1
تحيه اكبار واجلال لدبلوماسيه المغربيه علي الدور البناء التي تقوم به المملكه المغربيه الشريفه برءاسه جلاله الملك محمد السادس نصره الله كما ارفع القبعه لسيد بوريطه علي المستوي العالي والحنكه الدي يقوم به تحت القياده الرشيده لمولانا المنصور بالله جلاله الملك محمد السادس نصره الله وعاش المغرب حرا مطمءنن من سبه الي الكويره لشعارنا الخالد الله الوطن الملك,1
اللهم اغفر له و ارحمه وابدله دارا خيرا من داره و اهلا خيرا من اهلهلاهله و معارفه جميل الصبر وحسن العزاء انا لله وانا اليه راجعون ولاحول ولاقوه الا بالله العلي العظيم,1
وراها مدارتس التجميل دارت ل نبفها و صافي,1
نهار اتشدوا الفيروز عيط المك,0
حسبي الله ونعم الوكيل في كل ضالم علي وجه الارض,1
ميمتي علي شعب واكل باخا لي قالوها ليه يقول وخا,1
اخنوش رجل صلب,1
وراه قالوا ليكم ردوا بالكم ومابغيتوش واش عندنا مليون سبيطار,1
الشخص المثقف,1
عبرو عليكم انتما ستولتو علي البحر مخليتو لعباد الله فين يحطو البرسولات ديالهم,1
قاليك الرخصه شكون هاد الشفاره لي وزعو البلاد بلا خبارنا او ولاو كيعطيو الرخص لعباد الله كون لقاو كيف يديرو للاوكسجين كون حتي هو حبسوه علينا,0
رحمك الله ايها الشاب و ربي يغفر لك لماذا فعلت هذا بنفسك يا ولدي حرام حرام حرام اللهم اغفر له و هاته السيده نقول لها ماذا تقولين لربك غدا,1
نساله تعالي السداد والرشاد والتوفيق لجميع الرفاق الشرفاء,1
الفريق السريالي استيلي فاس فاس ساف ساف صدوق كذوبلا يعرف,1
بولحيه باين الخير اللي شفتيه منو وانت باين سعاي الله يخليكم بالخلاء الله يعيشكم فيالفقر من صغيركم لكبيركم هو يطلع وانتوما تبقاو راكعين ليه باين علي جماعتكم الخير ياوجه النحس كون اعطاكم ربه مليار من اللي سرقو ليكم كون حولنا ليكم العاصمه الاقتصاديه جماعه العجزه المكلخين,0
رفضت وهل هناك ام تتخلي عن ولدها مهما كان,1
خرايا هذا غقصني ضرب فيهم ضرب فيا,0
ملي تبغيو تنظمو كاس العالم 2030 ديروه مع فرنسا واسبانيا وكنو ثلاتي قوي حتا واحد مكدعليكوم,1
اابكماني هو براسو خاصو طبيب نفسي العداله مادارت والو من نهار شدو الحكومه وهما فاازيادات علي المواطن نهبو جيوب المواطن وملءو جيوبهم زادو للبرلمانيبن والوزراء فالرواتب والمواطن الضعيف طحن مو,0
من يستاهل الراي الرسمي لي راسي الحكومه الاستاد المغربي المحترم بوريط وزير الخارجيه متقف وبريع ومحنك ويستاهل الاختيار من الحباب المغرب اليوم المغرب سوف يبحه عن الكفاه السياسيه لاننا داخلين في اليام العضيم المغربيه,1
هذا مصير دول مش لعب اولاد قالك ردت فعل تحملو عواقب ذالك برجوله ودون بكاء وقد اعطتكم الجزاير مهله لمراجعه موقفكم فابيتم روح تعطي,1
لا تقنطوا من رحمه الله اخرج من الشغل اقبل من الوقت,1
و عيقو او فيقو راه الي جاو اقولو مءكد كولشي هادي انوض ليهوم اقول ليهوم بغينا حقنا,1
واتمني ما تسخروا مني واعرف ان هذه الطريقه غلط لكنها الطريقه الوحيده اللي اقدر من خلالها اكسب نقود حلال لا سامح الحرب اللي وصلتنا لذي المراحلاين تشراك الفم الا تعلمو ان حرق البوعزيزي حرر تونس من نضام بن علي وجمال بن سماعيل الف بين 45مليون جزايري والمصري خالد اطاح بمبارك بالامس فقط طحنو بايع السمك في مفرمه القمامه وتدعون الحريه,1
اخنوش مبروك عاليك من الدر البيضاء الحسين,1
خبر غير مفرح للشعب المغربي الغنيمه سيستغلها صحاب الشكارات ه,1
العز و النصر,1
ها لي كلنا,1
اللعنه علي جمعيه التاج,0
لاتثقوا فيه,1
ولادنا خط احمر,1
احسن منطقه في الاكباش وهي عبده,1
ما حشمتيش اش غدي تامن انت باغي تربح سير حمد الله علي ديك 50 في الماءه لي عطاتك الدوله,1
هذه مناسبه باش تتوقف عن تلك الحرفه ديال مصور للي فيها مخالفات شرعيه كثيره,1
السلام عليكم انا اخوكم في الله ضاقت علينا الدنيا واتمني منكم المعاونه او دعم القناه الرقم في الصوره الشخصيه,1
ما اعرفه عن استعمار مليليه كما كان متداول قديما في عين المكان وعند السكان هو ان الحجره التي كان يسكنها تجار اسبان من اجل التجاره هي مليليه القديمه والان خاليه من السكان ولم تخض اي حرب من اجل الدخول اليها واما مليليه الجديده فدخلها الاسبان مع احتلال الشمال المغربي القرن الماضي ولذلك عليهم ان ينسحبوا لان الهدف اولا كان تجاريا مع القوافل,1
ما قلت اي شيء,1
فين التباعد يا المجرمين ولا الانتخابات هذي*يتدحرج علي الارض من الضحك* *يتدحرج علي الارض من الضحك*,0
كنفضل ركوب الفرس *وجه يغمز* علي ركوب الموج *علامه الاختيار* *علم المغرب* *قلب احمر* *علم كندا*,1
نحن مفاطعون,1
مقاطعون جميع المواد المستورده لا من اسبانيا ولا فرنسا ونعم للمواد المغربيه ومساعده الشركات الصغيره المغربيه والشباب المغربي يد في يد خوتنا المغاربه من ابسط الاشياء كيبدي التغيير واقرب مثال علي هاذا تركيا نتمناو نمشيو حنا كشعب مغربي علي نفس الخطي وطريق الشعب التركي لانه افضل مثال اجابي*علم المغرب* *بدله القلب* *بدله القلب* *بدله القلب* *يد النصر*,1
المدراء ماكايتعاملوش مع الاباء بطريقه مزيانهكايسحابلهوم خدامين عندهوموالله العظيم,1
انا لله وانا اليه لراجعون,1
البحر مكان عمومي هادا هو ما يسمي بالريع باراكا علينا,1
لا حول ولا قوه الا بالله حشومه عليها الله اياخذ فيها الحق الله اغفر ليه ويرحمو,1
ان كان القتل بدا يدخل الءسسات العموميه فهذا يءشر علي بدايه انهيار المنظومه الامنيه ويضرب الدوله في العمقالاعدام ثم الاعدام ان لم تكن الدوله قادره علي حمايه المواطن فان هذا يدل علي ان الاجرام قد طغي الاعدام الاعدام الاعدام فما ذنب هذه السيده ان تقتل بدون سبب,1
لميمه لما فرحوني بابوني جراو علي لخدمه *وجه مثابر* *وجه يبكي* اودره قناه نعاون بيها ولداتي حسن من مد يدي لناسعفاكم اخوتي الله يسهل و يحقق لكم ما تمنيتو *وجه يبكي بصوت عال*,1
السلام عليكم ورحمه الله وبركاته الزياده تدع الي عدم الزواج وبالتالي تحديد النسل واخيرا بدايه الراسماليه,1
هاد الثروات كيستافدو منها كروش الحرام,1
خاص المقاطعه يا المغاربه,1
ودالك لان الحكومه هي المسءوله,1
انا سكنت فيها مده 4 سنين فيها الاسماك وفواكه البحر واخا غاليه شويه المهم بارده وجميله شكرا *شخص يرفع يده* *ممتاز* *قلب احمر*,1
لازم الحكومه الجديده تعيد النظر في غلاء المعيشه الفقير اقتلتوه اموت والله العظيم الا هذا ظلم الفقراء والمساكين والمحتاجين المقهورين حكومه العثماني انتقمت من الوطن والمواطنين في وقت الانتخابات التشريعيه شركات تموين المواد العداله اغتنمت فرصه كبيره في زيادات اسعار المواد العداءيه لسعار خياليه انتقموا من الفقراء وغلاء الكهرباء والماء الصالح للشرب اصبحوا المغاربه يعيشون هذا الغلاء مثل اوروبا اوروبا عندهم جميع الحقوق المشروعه نحن المغاربه لسنا مثل اوروبا وجميع الدول العربيه لان ليس لدينا حقوقنا المشروعه من الثروات الموجوده في بلادنا ومن حقنا لنعيش عيشه كريمه مهضومين ومحرومين من جميع الحقوق هذه هي الحقيقه,1
فقط اعطي الاكل لمن اكل,1
سبحان الله عاد كانوا المغاربه مقاطعين او مخاصمين مع منتجات اخنوش او دبا شنو تغير,1
تعلموا من الكفار كيف يحترمون موتاهم ياامه التباهي بعنتريات زخرف القول واخجلوا مما الت اليه حرمات اجساد الموتي فغدا تموتون وتلقي علي قبوركم القمامه ويشرب المتشردون الحكول الصناعي عند رءوسكم اخجلوا اخجلوا,1
خلی لمطرقه ضربزیدو مزیانبقی حل فمک,1
مسءولي الصحه في المغرب يطبلون ويغيطون بالوقايه منذ ظهور كورونا ولا من يسمع الاطباء والممرضين عليهم ان يحموا انفسهم ايضا,1
راه مدير المءسسه هو لكيعطي الوصل متكدبيش وراه طلبو منا 50 درهم منا باش يعطيونا الوصل ومنهم انا طلب مني هداك لكيفتح الباب 50 درهم باش يعطيني الوصل سيري فحالك شبهتو فلوس وطغيتو علي التلاميذ,0
بقات في التلقيح,1
عندي دار بالارض ديالها مساحتها 2500متر فيها بءر شجر الزيتون الماءالضوء محفظه ملكيه بالاواق ديالهاعلي الكودرون سيدي حجاج ولاد مراح راس العين سطاتطالبين 63مليون اخر تمنالله يسر للجميع,1
نبيله منيب هي من تستحق تكون رءيسه حكومه و الباقي مجرد شفاره و بهلونات*وجه مبتسم*,0
ناستاحيق اكثر من هاذا,1
وتروحون لاخذ اللقاح والناس تترك مصابه حتي تموت,1
الباكور فب المنام رزق,1
سرنا كتر كلشي ساكت غيرو زيدو زيدو,1
فين هيا تروات الفوسفاط والصيد البحري بقا غي البترول,1
حسبي الله ونعم الوكيل خصكم دير التشدود علي اصحاب المخاضرات واصحاب السيوفه والاجرام في الدروبه والاحياء الشعبيه,1
وزير الصحه لماذا لم يتدخل هاذي ارواح,1
نتمني اخنوش يخلي بوريطه في المنصب,1
امن هءلاء الحتاله تبتغون العزه والعرات والسافهين والساقطين,0
اقول لشعب المغربي لاتصوتوا علي العداله والتنميه لانها حكومه فاشله لم يقدموا اي شيء لشعب المغربي واغلبيه من الشعب المغربي مهضومين في حقوقهم انا كامواطين مغربي لقد نزعت مني ومن اخواتي ملكيتنا لاجل طريق السيار الرابطه ما بين فاس وتازه وحكمت في المحكمه لاداء التعويض مند سنه 2017 ونفدت الي يومنا الان لم تريد الوزاره التجهيز السيد الرباح ان يمنح لنا حقوقنا المهضومه من طرف وزاره التجهيز كيف يعقل يا اخواني المغاربه الحكم نفد ونزعت املاكنا ولم يعوضونا هل هده هي الحكومه الدي تضغط علي الضعيف وعندي جميع الحجج التابثه من فاس المغرب,1
الصراحه لازم البرلمانيين والنواب يكونو متطوعين في خدمه الشعب او علي الاقل يتخلصو بثمن السميك لعل وعسي يحسوا بالمواطن والمعاناه ديالو,1
السي اخنوش غالبا ما صوت علي توحد *وجه مبتسم مع عرق* *وجه مبتسم مع عرق* *يتدحرج علي الارض من الضحك*,1
الله يرحمه ويغفر له ويصبر اهله الصبر والسلوان,1
قتلونا الله يخد الحق بزاف حسبيا الله ونعم وكل,1
حوار تيجيب نعاس,1
ان الله علي الظالمين,1
هديك مرتو ولا بتو هديك لا كانت مارتو هدا اكبر ديوتي والرجال صافي الا من رحيم رابي شوهه الكور تيحشمو صافي كمله,1
اللهم بارك ماشاء الله تبارك الله,1
لن يحصل نمو البلاد لو حقا كان سوف يحصل التغيير لما كانت الانتخابات اصلا الحق باين والباطل باين والشبهات هي موقف كل حزب منكم,1
مرحبا بكم في مدينه الجديده عامره غادي تنفجر بالبشر,1
الي اخنوش,1
ما ظاع حق وراءه طالب مدينه سبته و مدينه ميليليا المغربيتي سيسترجعهم الشعب المغربي لوحدته الترابيه للمملكه المغربيه الشريفه تحت شعار الخالد الله الوطن الملك نصره الله,1
اتقوا الله في المواطن البسيط و اعلموا انكم ستحاسبون غدا امام الله,1
انتوما ماشي هسبريس و انما لحيسبريس تضحكون علي ذقون الناس,0
الله يرحمو هذي خصها تموت هد الحكاره,0
هذشي غدي يخلي صبر المواطن ينهار ويتسبب في حتقان شارع,1
اكرام الميت دفنه لكن ليس في مزبله,1
مهزله الانتخابات,1
القضيه هي كيف نتحد كشعوب للتخلص منهم وممن يحميهم ويمنع الوصول اليهم,1
فعلا شرفاء الناس ديال العداله شرفاء كما دكرت او حنا غسلنا فمنا 7 مرات كما دكرت لكل من سيتكلم عن العداله حنا راه تكلمنا عليهم او دوشنا 7 د المرات كدلك و راه النتيجه ديال الشرفاء راها بانت في 8 شتنبر 2021 بعد ان قمنا بالمضمضه 7 مرات كما قلت لنا سيدي,1
الاداره العموميه توحد ميخدم بضمير الا من رحم ربي رجال تعليم ميقروش ولاد الشعب حسبي الله ونعم الوكيل تقو الله الضلم ضلومات يوم القيامه القيمه ديرها راسكم,1
واخيرا سلام يعود,1
الي صوتوا اعليه راه حنا خصنا لعقل,1
يجب الغاء عيد اضحي,1
زيدو زيدو شعب حاضي بعضياتو وخاشينو فيكم سير شوفو اوروبا ماكاين ارخا ورباخا,0
واش الشاطء دياك انت حتي تستعمروا,1
هد الاقبال هو السبب في ارتفاع المصابين خصوصا الازدحام في الحافلات وفي المقاهي والشواطء وعدم التزام المواطنين بالكمامات والتباعد الله احفضنا واحفض جميع المسلمين,1
تانيا شارف كيصلاح غير لسبوع,1
طاءره وحدها لا تكفي وجب شراء عتاد الاطفاء وشاحنات الاطفاء بانواعها,1
اكبر واخطر قاتلهي وساءل النقلولا احد يهتم بهذا الموضوعالله يرحم الجميع,1
كان من الواجب علي السلطات التي صادرت اشياءكم ان تتمم عملها وتعتقلكم وتحاكمكم وتعاقبكم ا5 سنوات علي الاقل بتهمه الترامي علي املاك الدوله,1
انا لم ار الفيديو شفت فقط العنوان اوا هاد الشي علاش خاصنا نديرو الاحتياطات ونتباعدو ونديرو الكمامه لكي لا يزيد الوباء في التفشي لان الكثره في الاصابات ستءدي الي ما لا يحمد عقباه وحنا كلنا تنعرفو بان الكثير الكثير من الناس ما دايرينش الاحتياط,1
الحمله الانتخابيه لكل الاحزاب الشعارات الفارغه والمرقه و الزرقه,1
والكوكب مراكشي وعندهم التاريخ,1
نتا خود النص ديال البحراو صاحبك ياخد النص مزيانههز السيف هواسير فحالك البحر ماشي ديالك,1
حسبنا الله ونعم الوكيل صوتوعليه باش يعاود ليكم التربيه,1
يجب اغلاق المقاهي و تشجيع الصناعه الثقيله و الاختراع و العلوم النوويه,1
الدين يجب ان يبقي في مسجده للتعبد و ان لا يحشر انفه في السياسه لان هذه الاخيره تتطلب من الفرد حكمه و بعد نظر و برغماتيه,1
الله يرحمك يمسكين شي حوايج زادو فيها اضافه الي المواد الغدايه متلا حجره المكانه البطاريه شريتها بدرهمين بدل درهم واحد وعند السءال قيل لي مستورده من دوله مصر انها بطريه سوبير لوكس,1
مكاينش الكراء ديال البقع الرمليه علي حساب الشعبوليتوا طاغين بزاف,0
واجب علي الدوله تساعد مثل هذه الحالات,1
اين هم لميتر ناجور,1
