text,target
الحمد الله❤,1
الحمد للاه القادم اجمل بادن ألله,1
"الحمد لله
اتمنى الشفاء للجميع",1
"الحمد لله
القادم أجمل باذن الله",1
"الحمد لله
وتحية للاطر الصحية من اطباء وممرضين واداريين ومسعفين وحراس الامن ومنظفين.
على مخاطرتهم بحياتهم من اجلنا",1
"الحمد لله ,غير حالة واحدة ولكن خاصنا نستمر في اتخاذ الاحتياطات اللازمة للوقاية من هذا الفيروس الفتاك وذلك بتتبع شروط النظافة وارشادات وزارة الصحة باش نحموا أنفسنا وبلادنا والله يحفظنا من كل وباء ومكروه.",1
الحمد لله ، العقبة للجميع المرضى 🤲🤲,1
الحمد لله ، اللهم اشفي جميع المرضى,1
الحمد لله ، شكرا للأطر الطبية الساهرة على تجاوز الأزمة شكرا لمن التزم بيته إلى غاية السيطرة على الوباء بشكل كلي ان شاء الله 🙏,1
الحمد لله ، شكرا للأطر الطبية الساهرة على تجاوز الأزمة شكرا لمن التزم بيته إلى غاية السيطرة على الوباء بشكل كلي.,1
الحمد لله ، عادت الامور إلى مجاريها بعد الاعداد المخيفة التي برزت خلال 48 ساعة الاخيرة ،فبفضل رجال صدقوا ما عاهدوا الله عليه إستطاعوا احتواء الحالات في ظرف وجيز لتعود الحالات إلى سيرها الطبيعي !!,1
الحمد لله ، نسأل الشفاء لباقي المرضى,1
"الحمد لله . بالشفاء العاجل لكل مصاب
والاخرين ابقاو فالدار . !!!!!!",1
الحمد لله . من الواضح أن الدواء له تأثير إيجابي . بالشفاء لكل المصابين,1
الحمد لله ♡♡,1
الحمد لله ❤,1
الحمد لله ⁦⁦❤️⁩,1
الحمد لله ⁦❤️⁩⁦❤️⁩ و الله يرحم الناس لي ماتو,1
الحمد لله ❤🙏,1
الحمد لله 💙 ستفرج قريبا بإذن الله 🤲🤲,1
الحمد لله 😍 الله يشافي الجميع يا رب,1
الحمد لله 🙏🙏🙏,1
الحمد لله 122 حالة من أصل 2062 تحليلة راه الوضع بيخير ولله الحمد ❤,1
"الحمد لله 15 حالة شفاء دفعة واحدة، نرجوا من الله أن تكون هذه بداية نهاية كورونا ببلادنا وبسائر بلدان المسلمين. وأن يحفظ ونجي من هذا الوباء المسلمين والمسلمات في جميع أنحاء العالم.
وتحية احترام وتقدير للطاقم الطبي الذي سهر على راحة المتعافين ولرجال الأمن الذين يعيدون الشرذمة لمنازلهم ويحفظون الأمن ولكل من ساهم من قريب أو بعيد في محاربة هذا الوباء.",1
الحمد لله 150 حالة شفاء,1
الحمد لله 150 حالة شفاء جديدة كل الشكر والتقدير للأطقم الطبية👏👏👍,1
الحمد لله 164 حالة مستبعدة من قبيلة ل دابا 😊,1
"الحمد لله 168 حالة من أصل 1956 تحليلة مخبيرة
زائد عدد الشفاء غادي فتصاعد مستمر مع إنخفاض فعدد الوفيات",1
الحمد لله 49 تعافاو,1
الحمد لله 49 حالة شفاء,1
الحمد لله 56حالة شفاء,1
الحمد لله أدنى حصيلة الحمد لله الحمد لله الحمد لله,1
الحمد لله أن عدد حالات الشفاء فاقت عدد الوفيات أسأل الله تعالى أن يشفي الحالات الاخرى وأن يعودو إلى دويهم وارحم موتانا يا رب,1
"الحمد لله إن شاء الله غادي يترفع هاد الوباء، عدد التحليلات في تقدم مستمر.
رمضان كريم",1
الحمد لله اخي هناك انخفاض فالمناطق الموبوءة ,1
الحمد لله ادابقين شدين هكدا عندوزها إنشاء الله,1
الحمد لله ارتفاع حالات الشفاء والحالات المستبعدة,1
الحمد لله ارتفع عدد المتعافون يااارب ترفع عنا هذا الوباء.وترحم الموتى وانزلهم منزلةالشهداء ياارب.,1
الحمد لله الأمور تحت السيطرة الكل في محاربة الفيروس كلنا تفائل أننا لا نصل الى العشرين من ماي المقبل بإدني الله وسوف تعود الحياة الى طبيعتها وتفتح المساجد و نقوم بزيارة الأهل الأحباب من خلال عيد الفطر السعيد والشكر الجزيل لكل الطواقم الطبية على مجهوداتهم الجبارة القيمة في مواجهة هذا الوباء,1
الحمد لله الإنتصار قريب بإذن الله تعالى,1
الحمد لله الاخبار تبشر بالخير الله إهز علينا هذ الوباء,1
الحمد لله التعافي اخد بارتفاع بشكل ملحوظ,1
الحمد لله الحمد لله الحمد لله,1
الحمد لله الحمد لله الحمد لله حمدا كثيرا طيبا مباركا فيه ،❤️⁩,1
الحمد لله الدار البيضاء 2حالات الله يشافي الجميع ان شاء الله,1
الحمد لله الدارالبيضاء اصبحو ملتزمين وشكرا للساكنة البيضاوية 7 حالات شيء نفرح نتمنى ان ينحصر الوباء,1
الحمد لله السيطرة تحت الوضع🙄,1
"الحمد لله الشوارع خالية من المواطنين بدأت الاحتياطات تسري

نتمنى أن يكون الوعي من المواطن",1
الحمد لله العدد المتماثلين للشفاء في ارتفاع نسأل الله أن يرحم المتوفين ويشافي الباقين,1
الحمد لله الله يحفظك شعبنا الغالي وناس لي خارج الوطن راكم في البال,1
الحمد لله الله يشافي الجميع,1
الحمد لله الله يشافي الجميع و يبعد الوباء عنا,1
الحمد لله اللهم شافي الجميع,1
الحمد لله اللهم لك الحمد ولك الشكر,1
الحمد لله اللي عدد التحليلات تزاد الله يرحمنا ويرفع علينا هاذ الوباء,1
الحمد لله النتائج تبشرنا بالخير,1
الحمد لله الوضعية تحت السيطرة 💪,1
الحمد لله الوضعية في تحسن,1
"الحمد لله اليوم لحد الساعة لم يتم تسجيل اي حالة جديدة
اللهم ارفع عنا الوباء🤲🏽🤲🏽",1
"الحمد لله ان شاء الله كل نهار تبشرونا بأخبار زوينة
الله يكون معاكم جميعا خُدام الصحة و يتقبل منكم ♥️",1
الحمد لله انخفاظ في الحالات الحرجة والخطيرة ب 9%,1
"الحمد لله انخفاظ في الحالات الحرجة والخطيرة وجل الحالات حميدة وبسيطة وارتفاع عدد حالات الشفاء 🙏
الإيجابية 💚",1
الحمد لله انشاء الله الشفاؤ للجميع يارب,1
الحمد لله اول مرة تكون نسبة الشفاء اكتر من نسبة الوفيات,1
الحمد لله بالشفاء العاجل للاخرين ان شاء الله,1
الحمد لله بدأ الصيام يعطي المفعول ✌,1
الحمد لله بدٱت حالة الشفاء تزداد يوما بعض يوم,1
الحمد لله بدات كتنخفض الله يفرجها علينا,1
الحمد لله بدينا نسيطرو علئ الوباء 😷👏,1
الحمد لله بشائر الخير والفرج بدأت تظهر مع قدوم شهر الغفران فالحمد لله بكرة وأصيلا فإذا ما قارنا عدد الحالات المؤكدة وعدد التحليلات اليومية المنجزة في هذه الأيام الأخيرة مع ما سجلناه في الايام الأولى زد على ذلك ارتفاع نسب التعافي وانخفاض نسب الوفيات نلاحظ تقدم ملموس ونتائج مرضية ولله الحمد.أبشروا ولا تنفروا,1
الحمد لله بشارة الخير,1
الحمد لله بشرى بالخير يارب ,1
الحمد لله بعدا من أصل 56 حالة يلاه عندنا 10 إصابات ولو أننا كنا نتمنى الخروج ب0 حالة,1
الحمد لله بلادنا بخير. اللهم ارفع عنا الوباء واحفظنا بحفظك يا كريم يا رب,1
الحمد لله بلادنا تتغلب على الوباء اطلب منكم مزيدا من الصبر كي نساعد الأطباء والممرضين,1
الحمد لله بلدنا المغرب من بين الدول الأولى لي ضحات بالإقتصاد ديالها لمصلحة المواطن,1
"الحمد لله بين كل هذه الاخبار و الارقام المخفية
الخبر الزوين هو ألمانيا باقي ليها غا واحد عام و 8 شهور و يخرجو اللقاح الحمد لله",1
"الحمد لله تسجيل اكبر عداد شفاء اليوم ولله الحمد.
102 حالات شفاء
01 حالة وفاة
55 حالة جديدة مؤكدة",1
"الحمد لله تسجيل اكبر عداد شفاء اليوم ولله الحمد.
102 حالات شفاء
01 حالة وفاة",1
"الحمد لله تشافاو جوج
لننظر للجزء الممتلء من الكأس",1
الحمد لله تم انخفاض الحالات اليوم الى 37 الله يبشرنا بالخير انشاء الله,1
"الحمد لله تم شفاء حالة ثالثة في المغرب
اللهم لك الحمد ولك الشكر",1
"الحمد لله تنظن هد آلات لي دخلو من كوري وصين هما لي ساعدو على الكشف عن حالات أكثر
كما لا ننسى دوك لمهيفين لي خارجين للأسواق بداعي تقدية وكلنا فيكم الله يا لميكروبات",1
الحمد لله جاء رمضان وجاء معه المزيد من الفرج والشفاء,1
"الحمد لله جاء شهر رمضان المبارك
بأخبار سارة
-نقص في الحالات المصابة
-وفاة واحدة فقط الحمد لله
-51 حالة شفاء
اللهم لك الحمد و لك الشكر",1
"الحمد لله جاء شهر رمضان المبارك
بأخبار سارة
-نقص في الحالات المصابة ",1
الحمد لله حالات التعافي في ارتفاع,1
"الحمد لله حالات التعافي في تزايد مستمر . حيث بلغت 7٪ فيما حالات الوفيات 6.٪
سجلت اليوم 70 حالة . و هذا رقم كبير مقارنة بارقام الايام الماضية
نتمنى في الايام القادمة زيادة عدد التحاليل كي لا يتفشى الوباء محليا .خاصة و أن نسبة الحالات المحلية بلغ 75٪ و هذا رقم مخيف نوعا . فالفيروس موجود في كل مكان لذا وجب علي الجميع الالتزام بالتداببر الإحترازية",1
الحمد لله حالات الشفاء طالعة بعدااا وحتى الوفايات نقصو,1
الحمد لله حالات الشفاء في ارتفاع,1
الحمد لله حالات الشفاء في ارتفاع، اللهم استرنا من بعض البؤر الجديدة ، يا ارحم الراحمين، ويا رب العالمين,1
الحمد لله حالات الشفاء في الارتفاع اضن ان دواء الكلوروكين اعطى مفعوله,1
الحمد لله حالات الشفاء في تزايد. أريد أن أستفسر حول المتعافين،هل تتم متابعتهم بعد الخروج من المستشفى باعتبار أنه في عدد من الدول هناك بعض المتشافين اللذين يعود اليهم الفيروس. شكرا على مجهوداتكم,1
الحمد لله حالات الشفاء في تقدم  خير في قادم الأيام 🙏,1
الحمد لله حالات الشفاء في تقدم اللهم ارفع عنا هذا الوباء في اقرب وقت ياارب,1
الحمد لله حالات الشفاء في تقدم اللهم ارفع عنا هذا الوباء في اقرب وقت يارب,1
الحمد لله حالات الشفاء كتفرح فهاد الصباح نتمناو فالعشية تزاد,1
الحمد لله حتى فاوروبا انخفض عدد الاصابات ان شاء الله يكون دكشي لتمنينا وفبداية الصيف يترفع البلاء,1
الحمد لله حمدا كثيرا طيبا مباركا,1
الحمد لله حمدا كثيرا طيبا مباركا فيه,1
الحمد لله حمدا كثيرا طيبا مباركا فيه الله يشافيهوم يا رب ويرحم اللي ماتوا ويجعل قبورهم روضة من رياض الجنة يا رب العالمين 🤲🤲🤲🤲,1
الحمد لله خبر مفرح,1
"الحمد لله خبر مفرح
الله يرحمنا برحمته",1
الحمد لله خير انشاء الله,1
الحمد لله دائما وابدا,1
الحمد لله دو الشكر لكل الأطقم الطبية الساهرة على محاربة هذا الوباء,1
"الحمد لله راه العدد اقل من البارح يعني الامور مبشرة و تحت السيطرة
الخوف هو عندما يتضاعف العدد من يوم لاخر
نتمناو لخير و نلتازمو بيوتنا",1
الحمد لله راه بالنسبة للحالات المختبرة يعني الرقم ليس بالخطير,1
الحمد لله راه حتى الحالات المستبعدة كتزاد و ها هي حالة شفاء جديدة الله يرحمنا و الله يحد الباس 😢,1
"الحمد لله رب العالمين
وشكرا للطواقم الطبية ولكل العاملين في المجال الصحي اعانهم الله وحفظهم من كل سوء",1
الحمد لله رب العالمين 🧡 إن شاء الله يفرج علينا في القريب العاجل,1
الحمد لله رب العالمين الفرج قريب انشاء الله 🙏,1
الحمد لله رب العالمين اللهم ادمها نعمة واحفظها من الزوال بشركم الله بالخير,1
الحمد لله رب العالمين على كل حال ونسأل الله السلامة للجميع واستغفر الله العظيم وأتوب اليه,1
الحمد لله رب العالمين والصلاة والسلام على رسول الله صلى الله عليه وسلم,1
الحمد لله رب العالمين والصلاة والسلام على رسولنا محمد صلى الله عليه وسلم تسليماً,1
الحمد لله رباط ولا حالۃ !!,1
الحمد لله ربنا كريم,1
الحمد لله ربي دائما مع الصابرين فسوف يزول هدا الوباء بأدني الله كونو مفألين والله كبير وغفور ورحيم سوف يرحمنا,1
الحمد لله ربي كبير الله يشافي جميع المرضى يارب ويرحم جميع الموتى,1
الحمد لله ربي كبير نطلب الشفاء العاجل للجميع,1
الحمد لله رحمة الله كتنزل علينا في هاد الشهر المبارك يارب ترفع علينا هاد البلاء والوباء يارب وتحفظ الامة من هاته الغمة,1
الحمد لله رحمته وسعت كل شيء,1
الحمد لله ستفرج إن شاء الله يارب 🤲,1
الحمد لله ستفرج بادن الله,1
الحمد لله سوس ماسة باقيا كما هي نتمناو الاقاليم الاخري تلتزم بالحجر الصحي باش انخفض مؤشر الاصابات شويا خصوصا الدار البيضاء الله اهدي بنادم والله اللطف بنا يا رب,1
الحمد لله سي اليوبي كنحس بيه بحال عمي النسبة حالة الشفاء وصلنا اعلى نسبة هدا رقم قياسي او ايجابي,1
الحمد لله شفاء 150 حالة,1
الحمد لله صراحة كنشكرو الطاقم الطبي والعسكري الساهر على محاربة هذا الوباء♥,1
الحمد لله عدد المتعافون تجاوز عدد الوفيات اللهم ابعد عنا هذا الوباء واصرفه عنا وعن أمة محمد صلى الله عليه وسلم جمعاء,1
"الحمد لله عدد المتعافون كيفرح
الله اكبر
يا ربي ترحم الاموات الي توفاو بهد المرض و نحتسبهم عند الله مع الشهداء",1
"الحمد لله عدد حالات الشفاء حتى الساعة 10:00 20/04/29
890 حالة شفاء",1
الحمد لله على ارتفاع نسبة الشفاى والله يرحم المتوفون,1
الحمد لله على السلامتهم الله إشفي كل مريض يتألم,1
الحمد لله على الشفاء,1
الحمد لله على حالات الشفاء لي تزادت,1
الحمد لله على حالات الشفاء وارحم اللهم المتوفين المسلمين وتقبلهم شهداء واشفي المصابن وارفع عنا الوباء برحمتك يا ارحم الراحمين,1
"الحمد لله على سلامة الناس اللي براو
والله يشافي الناس اللي باقين
والله يرحم الناس اللي توفاهم الله",1
الحمد لله على سلامة و الشفاء العاجل لجميع المصابين يارب . وتحية إحترام و تقدير لقطاع الصحة,1
الحمد لله على شفاء الحالات وستتشفى جميع الحالات ان شاء الله,1
الحمد لله على عدد المتعافين,1
الحمد لله على فضله ولكن البشرى تسر ولاتغر بمعنى الزم بيتك,1
الحمد لله على كرمه وجوده ونستغفرك اللهم ونتوب اليك ونرجو رحمتك الواسعة,1
الحمد لله على كل حال,1
"الحمد لله على كل حال
لا تهويل ولا تهوين",1
"الحمد لله على كل حال
لايغيروا الله ما بقوم حتى يغيروا ما بأنفسهم",1
"الحمد لله على كل حال
وزير الصحة قال ان الحالة متحكم فيها بشكل كبير
اما الأرقام فهي مستمرة لاسابيع قادمة
الامل الوحيد هو قدوم فصل الصيف لان بعض العلماء المسلمين قالوا ان الامة الاسلامية تبتلى في فصل الربيع ويرفع البلاء في بداية الصيف حسب سنن الله في الكون",1
"الحمد لله على كل حال
وزير الصحة قال ان الحالة متحكم فيها بشكل كبير
اما الأرقام فهي مستمرة لاسابيع قادمة",1
الحمد لله على كل حال ، لكن الدول الآن تعمل على إجراء إختبارات شاملة استباقية. فرنسا حاليا 5000 اختبار يومي و مع بداية أبريل ستنجز 30000 اختبار يومي، ألمانيا حاليا 500000 اختبار أسبوعي و أعلنت عن إدراج المختبرات البيطرية للتمكن من إنجاز مليون اختبار أسب,1
الحمد لله على كل حال الحمد لله دائما وابدا,1
الحمد لله على كل حال اللهم ابعد عنا هذا الوباء لتعود المياه إلى مجاريها يارب,1
الحمد لله على كل حال اللهم ارفع عنا هذا الوباء يارب العالمين اللهم ارحمنا برحمتك ⁦❤️⁩ونصوم رمضان بحصتنا او نعيدو مع احبابنا يرب انك على كل شيء قدير⁦❤️⁩ياربي شافي الجميع فرحنا مني سمعنا العدد هبط شوية يارب ارحمنا,1
الحمد لله على كل حال اللهم الطف بنا يارب,1
الحمد لله على كل حال اللهم لك الحمد 🙏✅,1
الحمد لله على كل حال بمقارنتنا مع بعض الدول حنا تزادو غير 10 هما راه المئات فالنهار الحمد.لله سننتصر انشاءالله نحن بيد الله,1
الحمد لله على كل حال عدد المتعافين بدأت ترتفع وعدد الوفيات تنقص ❤❤,1
الحمد لله على كل حال و الله يحفظ و يحد البأس,1
الحمد لله على كل حال وفي جميع الأحوال,1
الحمد لله على كل حال وفي كل مكان,1
الحمد لله على كل حال ويارب الفرج من عندك قريب والله يرحم كل الموتى يا رب 🤲🇲🇦,1
الحمد لله على كل حال، رحمة الله على المواطن المتوفي، و يلزم الحذر، بقاو فديوركم,1
الحمد لله على كل حال. .,1
الحمد لله على كل حال. بالشفاء ان شاء الله للمرضى والرحمة والمغفرة للموتى,1
الحمد لله على كل حال.فلنرضى بالله مانعا و معطيا,1
"الحمد لله على كل حاليجب عدم الاستهتارو أخذ الحذرالمغرب و الحمد لله أحسن بكثير من عدة دول في أفريقيا كجنوب أفريقيا أو مصر أو الجزائر التي تكذب على مواطنيها بأرقام زائفة
يا مغاربة مزيدا من الحذرو عدم حك العينين أو الأنف أو الفم إلا بعد غسل اليدين جيدا بالماء و الصابون خاصة بعد لمس الأسطح خارج البيوت",1
الحمد لله على كل شيء. ياربي تشافي المرضى و ترحم المتوفين. و. بغيناكم عفاكم تزيدو في عدد التحليلات و شكرا,1
الحمد لله على لطف الله,1
الحمد لله على ما يبدو ان العدد بدأ ينقص تدريجيا ونرجو من جميع المواطنين و المواطنات الالتزام قدر الامكان بالحجر الصحي لنتغلب جميعا عن هذا الوباء باذن الله تعالى,1
"الحمد لله على من شفاهم الله
ورحم الله الموتى وغفر لنا ولهم
ولا حول ولا قوة إلا بالله العلي العظيم وإنا لله وإنا إليه راجعون
اللهم ارفع عنا هذا البلاء والوباء يارب ياكريم 🙏",1
الحمد لله على نعمة الله نتمنى الشفاء لجميع المصابين و يحفظ الباقين و تحية إجلال و تقدير لكل الكوادر الطبية ببلادنا.,1
الحمد لله علينا أخد الحيطة والحذر,1
الحمد لله عندنا حالات كثيرة M في البلاد المعجزة اناس حاملين لفيروس ولا تظهر عليهم العلامات ولا يؤثر فيهم covid19 سبحان الله ، كون راه مات نصف في المغرب ، اما الحالات S فيها قليلة,1
الحمد لله في جميع الاحوال,1
الحمد لله في هذا الشهر الفضيل ستنزل رحمه الله على عباده و سينتهي هذا الوباء ما علينا الا ان نطلب الله و نترجاه و ستعم رحمة الله قريبا,1
الحمد لله قريبا انشاى الله سترجع المياه الى مجاريها,1
الحمد لله كازا بدات تنقص فيها عقبال المدن الاخرى,1
الحمد لله كاين أمل إن شاء,1
الحمد لله كاين واحد تقدم كبير لا تيأسو ربي كبير غادي يفرجها,1
الحمد لله كزا 7فقط,1
الحمد لله كل واحد عامل اكثر من جهدو الله يحفظهم كاملين اوالله يعمل لينا الخير كاملين من ملكنا الغالي الى الشعب باكمله من طنجة الى الكويرة أو منساوشي خوتنا المغاربة الي فالمهجر الجالية,1
الحمد لله كنت متخوفة من هاد القضية ديال غياب حالات الشفاء لي دخل مابقى خرج، الحمدلله الله يبشركم بالخير,1
الحمد لله لطفك يارب,1
الحمد لله لعدد ضئيل والحالات المستبعدة كثيرة وهذا كيبشر بالخير نواصلو الالتزام ومايكون غير لخير,1
الحمد لله لكن كاين تماطل فالشفاء مقارنة مع دول أخرى لي يقدر استغرق غير 4 ايام .,1
الحمد لله ما تسجلات حتى حالة الحد الان,1
الحمد لله مازال غالبية حافلات نقل المسافرين في إضراب.,1
الحمد لله ماشي بحال الايام لي دازت,1
الحمد لله متاكد أننا سنخرج من هده الازمة باقل الخسائىر الله اشفي مرضانا لا شفاء الا شفاؤك,1
الحمد لله مزيدا من الصبر والتضامن,1
الحمد لله ملئ ولات نسبة الشفاء تفوق نسبة الوفيات والمصابين,1
الحمد لله ملي غيتدخل حتى الطب العسكري,1
"الحمد لله ملي نقص ، سحابليا غاتزاد شي 50 اليوم
من بعد ديك 23 ديال البارح
الله يشافي الجميع، ومايتزاد والو هاد الليلة.",1
الحمد لله من ترفع عدد المنجيات,1
الحمد لله من قبل ومن بعد. اللهم تكرم على من تبقى من المرضى، من علمنا منهم ومن جهلنا، بالشفاء العاجل، ياكريم.,1
الحمد لله نأمل أن تستمر الحالة الوبائية كهذه و عدم ظهور أي بؤرة جديدة يارب اللهم ارفع عنا هذا الوباء في القريب العاجل اشتقنا لأهلنا و لعيش حياتنا كيفما كانت الحمد لله و الشكر لله,1
الحمد لله نتمنى الرقم الاخضر يتزاد أكثر و اكثر,1
الحمد لله نتمنى الشفاء العاجل لكل الحالات🥰,1
الحمد لله نتمنى الشفاء العاجل للجميع,1
الحمد لله نتمنى الشفاء العاجل للجميع يارب,1
الحمد لله نتمنى الشفاء للجميع إنشاء الله,1
الحمد لله نتمنى الشفاء والصحة والعافية للجميع,1
الحمد لله نتمنى ان يبدا العد التنازلي,1
"الحمد لله نتمنى نبقاو فتناقص يومي
صحاب (أحزنني 😓) كاعين على ديك 1800 تحليلة اللي ضاعت 😂😂😂",1
الحمد لله نتيجة مطمينة .ألهم إنا نسألك العفو والعافية 👐👐,1
الحمد لله نحيي التدابير الاستباقية التي تقوم بها الدولة و على الجميع الانخراض في هذا المجهود لكن عدد الحالات التي خضعت لتحليل مخبري قليل جدا. 307 لي تقلبو صافي ؟؟ هذا غير كافي. يجب القيام بتحاليل مكثفة لاكبر عدد ممكن من المخالطين و الوافدين حتى قبل ظهور الاعراض و تجهيز مختبرات اكثر للتحاليل في اقرب وقت.,1
"الحمد لله نزول عدد المصابين تحت ال 100
و صعود عدد المتعافين فوق ال 100(و هذا ما شاء الله اعلى رقم منذ بداية ظهور الفيروس)
قريبا ان شاء الله و رإذن الله سوف ينتصر مغربنا الحبيب على الفثروس الخبيث فقط هناك فئة من الشعب قليلة الوعي و جشعة هي سبب البؤر الوبائية التي تظهر هنا و هناك من حين لأخر",1
الحمد لله نسأل الله أن يشافي باقي المرضى ويرحم جميع موتى المسلمين,1
الحمد لله نسألك لطفك الشفاء لكل مصاب,1
"الحمد لله نسبة الشفاء كانت ليوم أكبر من الوفيات
اللهم إنا نسألك أن تعجل في شفاء المرضى وان ترحم الموتى وان ترفع عنا هذا الوباء والبلاء عاجلا غير آجلا يارب ياكريم 🙏",1
الحمد لله نسبة المتعافون تفوق نسبة الوفبات الله يلطف بنا,1
"الحمد لله نسبة مهمة في حالات الشفاء .
خيرا ان شاء الله 👐",1
الحمد لله نشكر كل الأطر القائمين على سلامتنا ونحن بدورنا نحافظ على التزام قواعد الوقاية والنظافة والجلوس في البيت حتى تزول هذه المحنة بإذن الله👏🤲,1
الحمد لله نقصوا شويا نظرا للتحليل لزادوا,1
الحمد لله هاد رمضان عادي صيطارة على هاد لوباء بحول لله نطلبو الله يحلو لمساجد والله يدير لي فيها الخير وسلام,1
الحمد لله هاد شهر غانسمعو خبار زوينة مع الايام,1
الحمد لله هادشي كايبشر بالخير,1
الحمد لله هادشي كيبشر بالخير نتمناو من العلي القدير ان يرفع عنا هاد البلاء في هاد الشهر الكريم,1
الحمد لله هذا الخبر المفرح عدد المتعافون تزايدت اللهم اشفي جميع المغاربة الدين اصبو بهذا الوباء,1
الحمد لله هذا بفضل ربي، و بفضل مجهود الأطقم الطبية، و ان شاء الله بالشفاء العاجل لكل المرضى,1
الحمد لله هذا خبر يفرح,1
الحمد لله هذا فضل من الله تعالى ، نسأل الله شفاء الجميع يارب,1
الحمد لله هذا من فضل الله سبحانه,1
الحمد لله هذه نتيجة تبشر بالخير إن شاء الله عدد التعافي فاق عدد الإصابات نحمدك يارب ونشكرك اللهم ارفع عنا هذا الوباء في القريب واشف المرضى وارحم الموتى برحمتك يا أرحم الراحمين,1
الحمد لله هناك انخفاض كبير مع دخول شهر الصيام 🤔,1
الحمد لله و الشكر 🤲🤲🤲,1
الحمد لله و الشكر لله,1
الحمد لله و الشكر لله و الشكر كل الشكر للطاقم الصحي ♥️♥️,1
"الحمد لله و الشكر لله يا رب عافيتك
يا رب ارفع البلاء عن بلدنا الحبيب و عن العالم ⁦🤲🏻⁩⁦❤️⁩",1
الحمد لله و الله يرحم الاموات و يجعلهم من الشهداء,1
الحمد لله و بالشفاء العاجل لبقية المرضى,1
الحمد لله و شكر لله ❤,1
الحمد لله والشكر شكرا لكل الأطقم الطيبية الساهرة ولي الامن وكل رجال سلطة على كل مجهودات شكرا لكم حفظكم لله وحفظ أهليكم شكرا كلمة شكرا قليل جدا,1
الحمد لله والشكر لله,1
الحمد لله والشكر لله اللهم ابعدعنا هدا الوباء واعف واغفر لنا وارحمنا برحمتك يا ارحم الراحمين يا رب العالمين,1
الحمد لله والشكر لله رب,1
الحمد لله والشكر لله رب العالمين,1
الحمد لله والشكر لله رب العالمين. 26 حالة شفاء 😂😂11في مكناس😊😊🇲🇦 .تحية تقدير وإجلال العاملين في قطاع الصحة🏥. السلطات👮‍♀️👮‍♂️ .المحسنين🧓🧒 الملتزمين بالحجر الصحي .ملك البلاد 🇲🇦🇲🇦🇲🇦,1
الحمد لله والشكر لله نتفاءلو خير انشاء الله,1
الحمد لله والشكر لله نتفائلو خيرا إن شاء الله ❤,1
الحمد لله والشكر لله، القادم أفضل 🤲,1
الحمد لله والشكر لله❤❤❤,1
الحمد لله والشكر له اللهم عافي كل مرضى المسلمين لعقوبة لجميع جهات المملكة,1
الحمد لله والصلاة والسلام على أشرف الأنبياء والمرسلين سيدنا محمد صلى الله عليه وسلم,1
الحمد لله والله يرحم المتوفى,1
الحمد لله والله يرحم امواتنا,1
الحمد لله والله يشافي كل مصاب وارحم لي ماتوا 😢,1
الحمد لله والله يلطف بينا,1
"الحمد لله وحده❤
",1
الحمد لله وشكر لله ولا حول ولا قوة الا بالله العلي العظيم,1
الحمد لله وكنتمناو تزيدو عدد التحاليل اليومية,1
الحمد لله يا رب الله يشافي الجميييع,1
الحمد لله يا رب الناس تلتزم بالوقاية المتشددة بش ميظهروش بؤر حيت البؤر الصناعية والتجارية هي لكتعاون الفيروس على الإنتشار,1
الحمد لله يا رب نسبة المتعافون بدات كترتفع غير يا ربي الناس يلتزمو و يجلسو فالمنازل ديالهم,1
الحمد لله يا رب. اللهم ارفع عنا البلاء,1
الحمد لله يا ربي و الله يشافي الجميع و الله يرحم جميع الموتى,1
الحمد لله يارب,1
الحمد لله يارب العالمين اللهم إني اسألك راحة البال يارب اللهم ارحمنا ورفع عن هذا الوباء يارب اللهم انك تحب العفو فعفو عنا لقد عرفنا خطانى يارب اللهم انك الرحمان الرحيم الغفور الودود فغفر لنا ذنوبنا وبعد هاذا المرض عن أحبابنا واحباب الناس ولا تحرم كل صبي من أميه أو أبيه اللهم إني اسألك راحة يارب,1
الحمد لله يارب الله يشفي جميع المرضى,1
الحمد لله يارب وإن شاء الله جميع الحالات يارب,1
الحمد لله ياربي أحسن خبار نتمنى شفاء للكل💖,1
الحمد لله ياربي تشافي الجميع 😍,1
الحمد لله ياربي فيروس مرة يهبط مرة يطلع ادن بدا كيفقط سيطرة ديالو ياربي ترفع علينا وباء,1
الحمد لله ياربي ميجي فين يسالي هاد الشهر الفضيل حتى يتهز علينا هاد الوباء,1
الحمد لله ياربي و الله يشافي البقية و يخفف عليهم يارب و الله يحفظ الجميع ان شاء الله,1
الحمد لله ياربي يحفظ المغرب و المغاربه كاملين و الله يشافي المرضى و يرحم الموتى يا رب,1
الحمد لله،,1
الحمد لله، إن شاء الله القادم أحلى,1
الحمد لله، بشائر الخير بدأت تلوح في الأفق، 50 حالة فقط هذا الصباح,1
الحمد لله، على كل حال راه عدد الوفيات في المغرب من الاول نهار لليوم ما يعادل وفاة نهار واحد في الدولة المتقدمة. وراهم مستغربين كفاش ما كيطيحوش الناس كيف الزبيب بحال كفما كانوا متوقعين. كانوا دائما كيقول الا جا الفيروس لافريكا غادية تكون كارثة ولكن ما حققس لهم هذاك الغرض.,1
الحمد لله، نتيجة مطمئنة نوعا ما,1
الحمد لله، ونسأل الله العفو والعافيه في الدنيا والآخرة، اللهم ارفع عن امتنا البلاء.,1
الحمد لله!!! يا ربي اشفي جميع المرضى!!,1
