"index","comment_message","sentiment","comment_published"
"1778","اليوم مكايناش الخطبة الدينية كاينة خطبة سياسية والسؤال هل المساجد لله أم للسياسة [[PHOTO]]","N","2016-10-07 04:47:00"
"1779","البام انشاء الله","P","2016-10-07 04:53:57"
"1780","نواب  الغمة   والنوم","N","2016-10-07 04:59:47"
"1781","من اقوال بنكيران-------وا هاهاهاها-وا هاهاهاهاها [[PHOTO]]","N","2016-10-07 05:06:50"
"1782","الجهل ولأمية صاحبة الموقف ولهذا الدولة لا تبذل جهدا للقضاء على الأمية لأنها تخدم مصالحها فيومثل هذه الظروف","N","2016-10-07 05:28:40"
"1783","اختي انا افضل بنكيران رئيسا للحكومة مرة تانية وتالتة فنظري الحد الآن احسن رئيس حكومة","P","2016-10-07 05:31:20"
"1784","مبروك للبام برئاسة الحكومة","P","2016-10-07 05:34:25"
"1785","رمزيتها التاريخية و السيادية للمملكة المغربية أغلى بكثير","P","2016-10-07 05:37:53"
"1786","كنتمنى بنكيران يسقط غدي نكون اسعد السعيدين اليوم","P","2016-10-07 05:44:27"
"1787","محمد السادس زبو في ترمتك","N","2016-10-07 05:45:58"
"1788","ليس هناك افظل من العدالة و التنمية","P","2016-10-07 05:57:56"
"1789","النصر و لا شىء غير النصر
#العدالة و التنمية ✌🏻️","P","2016-10-07 06:01:28"
"1790","كلنا مع العدالة و التنمية
ولاية ثانية ان شاء الله 
بالتوفيق","P","2016-10-07 06:01:42"
"1791","شراء الأصوات يا مغاربة فيقو من سباتكم لن أصوت على من يدهب إلى نوم في برلمان","N","2016-10-07 06:01:47"
"1792","بالتوفيق العدالة و التنمية","P","2016-10-07 06:02:40"
"1793","واش نتا مساطي تربح البيجيدي 
ديما المصباح","P","2016-10-07 06:03:19"
"1794","ممصوتش.الاحزاب غير مقنعة وفلسفتها بسيطة جدا مقارنة بالدولة المجورة اءسبانيا","N","2016-10-07 06:04:19"
"1795","حزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرة","P","2016-10-07 06:06:08"
"1796","حزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرةحزب الأصالة والمعاصرة","P","2016-10-07 06:06:26"
"1797","إن شاء الله ولاية ثانية بتوفيق حزب العدالة و التنمية","P","2016-10-07 06:06:50"
"1798","نبيله منيب","P","2016-10-07 06:07:13"
"1799","مربوحة انشاء الله  حكومة تانية","P","2016-10-07 06:07:50"
"1800","الى رئاسة الحكومة مرةتانية انشاء الله","P","2016-10-07 06:08:33"
"1801","لن يرحل بنكيران انشالله","P","2016-10-07 06:09:02"
"1802","بنكيران ولا بحال كلب هههه","N","2016-10-07 06:09:27"
"1803","لي كيقولو الأصالة والمعاصرة الله إعطينا وجهكم شعب مكلخ تابعين لمكلخين 😡😡","N","2016-10-07 06:11:07"
"1804","في طريقي الى مكتب التصويت ""على العدالة والتنمية على بن كيران رئيس الحكومة""","P","2016-10-07 06:11:31"
"1805","العدالة و التنمية أن شاء الله","P","2016-10-07 06:13:19"
"1806","بنكيران كلنا معاك","P","2016-10-07 06:14:37"
"1807","وا زبي مكاتعرف تا تهدر بقا ليك غا سياسة هههه لبلاد راحت في زبي","N","2016-10-07 06:14:51"
"1808","العدالة و التنمية إلى مزبلة التاريخ","N","2016-10-07 06:19:44"
"1809","بنادم إلا كان تيفهم ""العدالة و التنمية ""","P","2016-10-07 06:20:11"
"1810","العدالة و التنمية (y)","P","2016-10-07 06:22:04"
"1811","واعمي بنكيران","P","2016-10-07 06:22:46"
"1812","حزب الأصالة والمعاصرة حزب الأصالة والمعاصرة","P","2016-10-07 06:23:04"
"1813","العدالة و التنمية بنكران ان شاء الله","P","2016-10-07 06:24:46"
"1814","بنكيران النصر قريب ✌","P","2016-10-07 06:25:33"
"1815","انشاء الله حسب توقعاتي الرسالة في المعارضة والعدالة والتنمية في الحكومة","P","2016-10-07 06:26:25"
"1816","العدالة و التنمية 100/100 انشاء الله","P","2016-10-07 06:27:06"
"1817","اراهن على اكتساح البيجيدي  في ظل النزاهة اسطر على النزاهة 1000000 سطر","P","2016-10-07 06:27:50"
"1818","العدالة و التنمية بدون منازع","P","2016-10-07 06:29:54"
"1819","نعم سنلبي  النداء و سنصوت لحزب العدالة و التنمية","P","2016-10-07 06:32:15"
"1820","الرجل النبيل    الشعب المغربي  سيقف معك     انت الرجل  الذي يستحق  رئاسة الحكومة نعم من اجل مغرب الغد. مغرب العدالة والتنمية","P","2016-10-07 06:34:35"
"1821","العدالة و التنمية إن شاء الله","P","2016-10-07 06:34:48"
"1822","العدالة و التنمية قامت بمهمتها على اكمل وجه لقد اغلقة ثغرت الحراك 2011 الأن سيعود المقود لأصحابه ونتظرو الجرار","P","2016-10-07 06:37:26"
"1823","الاخوة لي باقي ما صوتش اصوت علي نبيلة منيب حزب اليسار الديمقراطية او الرسالة،، ستكون الانسب للحكومة المقبلة و الله هيا اللي تي بان ليا فيها الضو.
 :)","P","2016-10-07 06:38:20"
"1824","الاخوة لي باقي ما صوتش اصوت علي نبيلة منيب حزب اليسار الديمقراطية او الرسالة،، ستكون الانسب للحكومة المقبلة و الله هيا اللي تي بان ليا فيها الضو.
,)","P","2016-10-07 06:40:27"
"1825","بنكيزان السيد الاول في البرلمان و سيبقا علي عرش الحكومه هو سبب من أسباب أمن في بلادنا","P","2016-10-07 06:41:28"
"1826","بنكيران نعرف أصله جيدا💚💚💚💚💚💚","P","2016-10-07 06:42:55"
"1827","البام هو الذي سيفوز ان شاء الله","P","2016-10-07 06:43:33"
"1828","نعم  نعععم سنلبي  النداء و سنصوت لحزب العدالة و التنمية","P","2016-10-07 06:48:06"
"1829","روحو يا كلاب يامرتزقة لغة التهديد لن تخوف المملكة لا انتم ولا كلابكم المسعورة او راكم كترفو اسود المرابطين","N","2016-10-07 06:49:43"
"1830","اذا وصلت الى 40في المئة اعلموا ان وزارة الداخلية نفخات فيها","N","2016-10-07 06:51:06"
"1831","البام في القمة مرفوع الهمة","P","2016-10-07 06:51:59"
"1832","ديما العدالة و التنمية","P","2016-10-07 06:58:23"
"1833","بنكيران عادي اولد ليوم","P","2016-10-07 06:58:32"
"1834","سير تحوا نتا او بنكيران فرعتو لينا راسنا بكوبي كولي خور دماغك شوية او عطينا جملة مفيدة","N","2016-10-07 06:58:58"
"1835","العدالة و التنمية آنشاء الله","P","2016-10-07 07:01:19"
"1836","العماري. مكلخ بحال السيسي...ادا فاز ستضاف مسخرة اخرى للعرب بعد السيسي","N","2016-10-07 07:02:54"
"1837","انا شخصيا صوتت علر نبيلة منيب تستاهل تفوز","P","2016-10-07 07:03:45"
"1838","الأصالة والمعاصرة رقم 1 بالتوفيق","P","2016-10-07 07:06:09"
"1839","واش نخليو شباط أو العماري هما ليتحكنو فمصيرنا اللهم العدالة والتنمية بعدا فيهم أمل ويستحقو فرصة تانية","P","2016-10-07 07:07:39"
"1840","الاصالة والمعاصرة بالتوفيق انشاء الله","P","2016-10-07 07:10:01"
"1841","نكني د سواسا انتيني ان بنكيران اكي وفق ربي ديما بيجيدي","P","2016-10-07 07:13:50"
"1842","حزب الاستقلال يرجعنا الى عصر الكهنوت  حزب دمر التعليم بالتعريب والتجهيل","N","2016-10-07 07:19:10"
"1843","نبيلة منيب الفائزة افضل من المهرج بنكيران لامستوى ثقافي ولا شجاعة سياسية","N","2016-10-07 07:19:30"
"1844","صافي حنت بنت رئيس الحكومة ما توظفش تمشي تبيع الحرشة باش تبقاو على خواطركم باراكا من الهدرة الخاوية شوفو ليكم شي جرية صحيحة","N","2016-10-07 07:24:49"
"1845","بغينا العدالة و التنمية","P","2016-10-07 07:26:22"
"1846","شكون لي صوت على الدكتورة منيب رمز الرسالة.. و شكون مازال غادي يصوت عليها لعشيا!!","P","2016-10-07 07:30:37"
"1847","لي صوت على نبيلة منيب يدير جيم.","P","2016-10-07 07:31:17"
"1848","العدالة و التنمية ان شاء الله بتوفيق","P","2016-10-07 07:32:53"
"1849","شادين 200 درهم ان شاء الله بنكيران هو لي غلدادي ديها باكتساح","P","2016-10-07 07:33:20"
"1850","نييلة منيب تستحق الفوز انا شخصيا صوتت عليها وكنتمنى المغاربة يكونو واعيين ويصوتو على هاد السيدة","P","2016-10-07 07:35:04"
"1851","أقل كلفة و أكثر جرأة.. تحية للدكتورة نبيلة منيب✌","P","2016-10-07 07:40:07"
"1852","وراه متنساوش بنكيران الاسلامي خذا معاه مراتو لمريكان عند ليهود. وباسها ليه داك العززي ديال اوباما.","N","2016-10-07 07:41:15"
"1853","جميعا معى المناضلة نبيلة منيب","P","2016-10-07 07:41:53"
"1854","لا يمكن التصويت في دولة النفاق","N","2016-10-07 07:43:49"
"1855","حزب العدالة و التنمية ان شاء الله","P","2016-10-07 07:44:12"
"1856","انا خمس سنين لي فاتت صوت على بنكيران","P","2016-10-07 07:45:03"
"1857","الله يمسخكم زعمة قبل حكومة بنكيران كان مواطن عايش فالرفاهية","N","2016-10-07 07:47:38"
"1858","انا صوت لفدرالية اليسار الديمقراطي رمز الرسالة اتمنى التوفيق لنبيلة منيب","P","2016-10-07 07:49:44"
"1859","أنا مصوت لي محمد السادس فقط","P","2016-10-07 07:55:34"
"1860","ضاراه الضرسة لي من جهة بنكيران. اوا غادي نزولوها لك من بعد الانتخابات انشاء الله وسير رتاح","P","2016-10-07 07:58:17"
"1861","كم هو غريب أمر الدولة المغربية تساند المفسد وتحارب المصلح ثبا لكم ولسياستكم. المصباح ولاية تانية انشاء الله","N","2016-10-07 08:01:12"
"1862","كلنا مع الدكتورة امينة منيب صوتوا عليها رمز الرسالة","P","2016-10-07 08:01:56"
"1863","صوتنا على العدالة والتنمية وسنسجل أغلبية ساحقة رغم المشاكل التي يسببها أتباع البام وينسبنها للعدالة والتنمية","P","2016-10-07 08:11:12"
"1864","بنكيران الي غادي يديها حيت هوا الي خدم مزيان","P","2016-10-07 08:12:11"
"1865","عنك إنت بنكيران و حنا عندنا الله دابا نتحاسبوا في اﻵخرة","N","2016-10-07 08:12:35"
"1866","تبا لكل واحد أعطى صوته لشفار كافر بزناس مكلخ مايشرفنيش يكون رئيس الحكومة فبلادي بحال داك الموسخ ديال العمري","N","2016-10-07 08:15:46"
"1867","بلاغ وزارة الداخلية : نسبة تناول الكسكس بلغت 90 % حتى اللخظة :D","N","2016-10-07 08:18:21"
"1868","شوف تيفي بدون ان اقسم انتم مع البام...نحن ارسل لكم فيديو ""توزيع اموال على الساكنة الحسيمة من طرف اعضاء البام .لكن لم تنشره ...واضح خبثكم","N","2016-10-07 08:20:21"
"1869","يعني الاصالة و المعاصرة مساكن غادين يحققوا المستحيل سيروا الله يمسخكم انتوما و هوما الاحزاب كلهم كذابين و شفارة فيهم غير البيجيدي اللي مكيشفروش","N","2016-10-07 08:22:49"
"1870","الاستقلال ان شاء الله","P","2016-10-07 08:27:47"
"1871","حينما اصبح الخطيب يمدح الديمقراطية على منبر رسول الله صلى الله عليه وسلم فاعلم عدم نزول المطر","N","2016-10-07 08:28:13"
"1872","تحية خالصة لاستادة منيب","P","2016-10-07 08:28:46"
"1873","أنا صوت على الاستادة منيب","P","2016-10-07 08:29:44"
"1874","إعلام فاسد همه هو العدالة و التنمية","N","2016-10-07 08:32:14"
"1875","كاع المساجد نفس الشئ، تحس كانك في البرلمان...وقيلة نبقاو نصليوا فديورنا احسن.","N","2016-10-07 08:32:44"
"1876","هههه ضربني وبكا سبقني واشتكى شكون السي العماري موقف المقدمين امام مكاتب التصويت كيقولو للناس قالكم سيدنا صوتو على الجرار","N","2016-10-07 08:32:55"
"1877","ماكاين فهاد لبلاد غي نبيلة منيب.. لي قال شي حاجا اخرى غير كيكدب علينا و على راسو","P","2016-10-07 08:33:13"
"1878","شوف تيفي جريدة تابعة للبام  /شوف تيفي=البام .يدعمها إلياس العماري ماذا تنتظر منها","N","2016-10-07 08:42:58"
"1879","هادالملحدة زيدها على الياس الكيفاوي ،الحلم ديالهم يوصلو للسلطة غي باش يردو هاد الدولة علمانية ولكن الشعب المغربي لهم بالمرصاد","N","2016-10-07 08:43:20"
"1880","انا العدالة و التنمية اقل اضرار","P","2016-10-07 08:43:42"
"1881","بنكيران هو الانسب لرءاسة الحكومة المغربية","P","2016-10-07 08:46:51"
"1882","والخوروقات كاع لي دارو البام في مدن اخرى مابانتش ليكم ؟ كاتشوفو لي بغيتو 
الصحافة المأجورة","N","2016-10-07 08:47:06"
"1883","خسارة مامقيدش فالانتخابات كون صوتت على العدالة والتنمية ضدا في الجهات العليا التي تأمر المواطنين بالتصويت للبام تفو على دولة الحبس","N","2016-10-07 08:50:20"
"1884","صوت على بنكيران","P","2016-10-07 08:50:36"
"1885","شوف تيفي جريدة تابعة للبام  /شوف تيفي=البام .يدعمها إلياس العماري ماذا تنتظر منها had chuuf tv fiha wlad l9hab mn lakher","N","2016-10-07 08:52:30"
"1886","سيارة فاخرة وركنها في ممر الرجيلين والمخلفة من الان قبل ان يكون رئيس الحكومة   ؟؟؟ وتبحتون عن الاصلاحات ..؟؟","N","2016-10-07 08:54:08"
"1887","أكبر امي غايولي رئيس الحكومة هو هاد بنادم... المغرب مشات فيها.","N","2016-10-07 08:54:29"
"1888","بنكيران نشاله","P","2016-10-07 08:57:34"
"1889","2m مع البام الله يمسخكم لأنكم علمانيين","N","2016-10-07 09:00:33"
"1890","حنا كاملين مع العدالة و التنمية","P","2016-10-07 09:04:42"
"1891","الرجا دايرا ليكوم الحلاقم أ صحافة لمرقا لي ضد بنكيران :)","N","2016-10-07 09:05:15"
"1892","نحن العدالة وتنمية الديمقراطية","P","2016-10-07 09:06:33"
"1893","هههههه إلياس العماري لايستطيع إدارة حشد صغير من مؤيديه وهرب منهم فكيف به بإدارة المغرب.","N","2016-10-07 09:07:40"
"1894","العدالة و التنمية بإذن الله","P","2016-10-07 09:07:52"
"1895","عاد جيت من مكتب التصويت بالطبع صوت لحزب البام وكلي أمل أن يصلحو ما أفسد الحزب البنكيراني","P","2016-10-07 09:08:37"
"1896","الأصالة والمعاصرة  لليبغينا","P","2016-10-07 09:08:52"
"1897","لا داعي للتصويت ،فاخر اللحظة سوف يعلينون بان الاصالة هي اللتي فازت ،فيعني المغرب اكبر دولة في التزوير","N","2016-10-07 09:11:52"
"1898","إذا أردت إنقاذ المغرب صوتوا بكثافة الأصالة والمعاصرة","P","2016-10-07 09:13:54"
"1899","لي صوت للدكتورة نبيلة منيب ... يدير جيم","P","2016-10-07 09:17:57"
"1900","شوف تيفي والإعلام المأجور يشنون حملات فاشلة ضد حزب بنكيران","P","2016-10-07 09:18:22"
"1901","علاش كتجيبوا غير الاخبار الخاوية على العدالة و التنمية
بهاد الطريقة راكم كتخدموا لصالح الحزب وليس العكس ! يعني تصيدتوا هه","N","2016-10-07 09:20:34"
"1902","نرجو من شوف تيفي شوية حيادية و شفافية متعيقش بزاف ...نحن نعرف بأنك تابعة لإلياس العماري ...","N","2016-10-07 09:21:35"
"1903","ياك حكومة اسلامية يلي جات فعدها جينيفير لوبيز لابسة نص حوايجها يا الكلاخ .. طفروه ليكم اللحاية زعما","N","2016-10-07 09:22:56"
"1904","شوف تيفي منحوسة هي لخرجات على باكوري و سقطاتو و خرجات على شباط و حيداتو من فاس ودابا خادا تخرج على الياس العماري هههه صحيفة النحس هههه على الشفارة","N","2016-10-07 09:24:10"
"1905","نحن لمقاطعون لسنا أحرار بل يأسنا لدرجة لم نعد قادرين على اليأس أكتر لهدا قاطعنا","P","2016-10-07 09:24:58"
"1906","لا حكومة لا سلطة كاملين ولد قحاب","N","2016-10-07 09:25:45"
"1907","نبيلة منيب ✉️✉️✉️✉️✉️","P","2016-10-07 09:26:25"
"1908","الدكتورة نبيلة منيب نفس جديد لمغرب حر 
انت فخر للمغاربة ✌ ✌ ✌ ✌ ✌ ✌ ✌ ✌","P","2016-10-07 09:26:55"
"1909","دييما العدالة و التنمية و هاد شوف تيفي معروووفين ضد كيحاربو بنكيران","P","2016-10-07 09:31:43"
"1910","هاد الصفحة تدعم حزب الإستقلال لهذا أقسم لكم بالله أن الفوز هو من حليف العدالة و التنمية للولاية التانية كرها من كره و أحب من أحب","P","2016-10-07 09:37:24"
"1911","ماذا حققنا من الإنتخابات البرلمانية !!!! أين هو التغيير","N","2016-10-07 09:39:27"
"1912","انا البوادي كيخلعوني حيت انتشار الجهل والخوف من المقدمين والشيوخ بنكيران سيفوز رغما عنهم","N","2016-10-07 09:41:08"
"1913","أنا ممصوتش إلى مشيت صوت دابا ندير شي فضيحة لأني 5 سنوات تنكل في العصا قدام البرلمان بلا كرامة بلا خدمة...","N","2016-10-07 09:43:06"
"1914","الغرب الصليبي بمساعدة حكومة العسكر في الجزائر يسعون لتمزيق جميع الدول العربيه","N","2016-10-07 09:44:55"
"1915","الله يوفقك دكتورة منيب","P","2016-10-07 09:48:02"
"1916","قاليك التغيير الان ، نفاق وكذب 
مادا تغير في المغرب مند الاستقلال","N","2016-10-07 09:52:20"
"1917","شوف tv رشها العماري مزيان","N","2016-10-07 09:57:40"
"1918","هههه ها لي كنا كاندويو عليه حزب البيجدي المنافقين مارضيتوش شوف تيفي كاتجيب الاخبار صحيحة و دايرين ليها تهمة جديدة ماكفاكمش التهم لي درتو للسيد العماري","N","2016-10-07 09:57:52"
"1919","إنشاء الله ولاية تانية لبنكيران","P","2016-10-07 10:04:15"
"1920","صوت على بنكيران والله العظيم","P","2016-10-07 10:05:24"
"1921","الحكومة والاعلام هم الدواعش الخطيرين في بلادنا","N","2016-10-07 10:05:26"
"1922","بنكيران إنشاء الله 👍👍👍👍👍👍","P","2016-10-07 10:10:36"
"1923","بنكيران اقل ضرر","P","2016-10-07 10:10:49"
"1924","إن شاءالله منيب","P","2016-10-07 10:12:09"
"1925","فازت العدالة والتنمية بالاغلبية قاسحة وفرحو معنا الخوت والعمارة تفرقعت له المرارة","P","2016-10-07 10:13:14"
"1926","ااشدوذ ااجنسي قام في حدرة مكومة المصباح عادي استمر في حكومة اخرى","N","2016-10-07 10:13:31"
"1927","السيدة نبيلة منيب","P","2016-10-07 10:13:52"
"1928","هل هي مسلمة حقا؟جل أعضاء حزب الاشتراكي الموحد ملاحدة فمن لم يكن ملحدا متهم فهو علماني مرتد","N","2016-10-07 10:16:14"
"1929","اغتصاب الديمقراطية بموافقة الوالدين","N","2016-10-07 10:16:46"
"1930","قاد حتى عمادة الدار البيضاء 6ملايين نسمة عاد يقود حكومة 34 مليون نسمة...","N","2016-10-07 10:18:16"
"1931","ومال العماري و ابناوءه ؟رجل من العيار الثقيل احسن من بن كيران بسنوات ضوءية","P","2016-10-07 10:19:27"
"1932","بنكيران شفار ومصاص دماء هو يشفر إ ينهب ويطمح لولاية أخرى لأنه في المغرب علاش لا كلشي ممكن","N","2016-10-07 10:19:44"
"1933","عطيت صوتي للبام في الوطنية والمحلية للفيدراليه اليسار .. الخميسات ..","P","2016-10-07 10:19:52"
"1934","ان شاء الله نبيلة منيب.امرأة من حديد","P","2016-10-07 10:30:05"
"1935","تز عليك وعلى انتخابات تعك حتى نتى خدتي تدورة من البام","N","2016-10-07 10:30:16"
"1936","إلى حكومة الكروسة","N","2016-10-07 10:31:38"
"1937","هل إدخال السياسة في الذين هذا هو اﻹسﻻم الله إنعل لي ميحشم","N","2016-10-07 10:35:20"
"1938","اذا فازت الاصالة والمعاصرة سيتاكد للجميع ان الانتخابات ليست نزيهة","N","2016-10-07 10:38:25"
"1939","نبيلة منيب العملة النادرة","P","2016-10-07 10:41:57"
"1940","وتفتخر يا حقير منافق كداب حقير انا لم افعل اي من خصالك الحميرية لكن صوتت على حزب الاستقلال لاني احبه ليس متلك يا حقير يارخيص","N","2016-10-07 10:42:35"
"1941","كليت من التقدم والاشتراكي وعطاوني البحيدي قران وسيديا و300 درهم .. وصوت للاصالة والمعاصرة اقسم بالله لاني اصوت ضد المنافقين ودعاة زواج المتعه","N","2016-10-07 10:44:09"
"1942","العماري فالحكومة انشاء الله تعالى","P","2016-10-07 10:45:57"
"1943","صوت على حزب العدالة و التنمية ❤❤❤","P","2016-10-07 10:46:31"
"1944","اعطيت صوتي الى حزب العدالة و التنمية ❤❤
الغريب في الامر الجميع يتكلم على هذا الحزب 😂😂😂","P","2016-10-07 10:47:17"
"1945","انشاء الله العماري فالحكومة [[PHOTO]]","P","2016-10-07 10:49:08"
"1946","ماعندي منسالك رجل والله 300 درهم جابها الله تعالى التراكتور يحرت وبنكيران يحصد انشاءالله","P","2016-10-07 10:54:35"
"1947","لن امنح صوتي للدجالين والمنافقين السياسة في المغرب ك قنوات الصرف الصحي كولواااا خرااا💩💩💩","N","2016-10-07 10:55:12"
"1948","لمواطن الشريف و المثقف هو من سيصوت لحزب العادلة و التنمية لانه بكل بساطة يدري و يفهم بعمق ما يدور في الساحة السياسية و خباياها","P","2016-10-07 10:56:22"
"1949","برافو علبك سرهم هكا اصلا هدوك أموال الدولة من حقك تخدهم هههه","N","2016-10-07 10:57:10"
"1950","...وخا المصباح قليلة فيه الإنارة...حيت كاينة الظلمة بزاف  عالأقل كايبين لنا فين كانحطوا رجلينا ...انستعنوابه ريثما إطلع النهار....","P","2016-10-07 10:59:32"
"1951","بلطجية الاستقلال تحاول خلط الاوراق.من أجل إعطاء فرصة لشباط.والتضيبق على العدالة وكل هذا في مصلحة الأصالة و المعاصرة.","N","2016-10-07 11:08:09"
"1952","و بانت ليك غير البيجيدي كاينين احزاب حسن متلا الفيديرالية","P","2016-10-07 11:09:41"
"1953","لا توجد شفافية ولا ديمقراطية","N","2016-10-07 11:11:42"
"1954","وهل ننتظر من الداخلية التي اعطت التعليمات ان تعترف طووووووز على دولة","N","2016-10-07 11:12:03"
"1955","الحاكم  الأوحد في المغرب هو محمد السادس اما البرلمان والاحزاب والانتخابات فهي لزوم ديكور","N","2016-10-07 11:14:01"
"1956","أريد التجمع الوطني الأحرار أن ينجح في الإنتخابات","P","2016-10-07 11:27:05"
"1957","البام انشاء الله النصر لنا","P","2016-10-07 11:35:14"
"1958","العدالة و التنمية ولاية ثانية ان شاء الله","P","2016-10-07 11:38:39"
"1959","العدالة و التنمية ✌","P","2016-10-07 11:40:18"
"1960","شفت هاد ""شوف لخرا"" ما باين لهم غير البيجيدي ...
صفحة ديال ولاد ..... قولاً وفعلاً
تفوووووووو","N","2016-10-07 11:47:19"
"1961","لن نصوت على العدالة والتنمية ضد فبنكيران المنافق عراب الإرهابيين","N","2016-10-07 11:51:13"
"1962","وغاتجي وزارة الداخلية وتقول ليك نسبة المشاركة فاقت 80% هههه هذا إستحمار قبل الإستعمار","N","2016-10-07 12:18:37"
"1963","الأصالة اكتسحت البوادي والأحرار مرشح لمرتبة الاولى","P","2016-10-07 12:21:58"
"1964","وفي الاخير ستخرج علينا وزارة الداخلية  ان نسبة المشاركة في الانتخابات كانت 99%","N","2016-10-07 12:27:16"
"1965","حزب البام جمع الخرفان و داهوم يصوتو جماعين مقابل ربعلاف","N","2016-10-07 12:33:46"
"1966","بعد ساعة و نصف سترى وجوه الذين حاربو العدالة و التنمية كيفة تغيرت الوانها .. 
تحياتي و مبروك على حزب العدالة و التنمية الولاية الثانية","P","2016-10-07 12:36:56"
"1967","بعد ساعة سترى وجوه الذين حاربو العدالة و التنمية كيفة تغيرت الوانها .. 
تحياتي و مبروك على حزب العدالة و التنمية الولاية الثانية [[PHOTO]]","P","2016-10-07 12:43:15"
"1968","ههههه كيف لها أن تنتهي وهي لم تبدأ من الاصل اغلبية ابناء المنطقة مقاطعين فقط بعض القطيع هو من صوت","N","2016-10-07 12:48:40"
"1969","وعلاش ماتقولش يتنافس المعلم بن كيران مع الياس الحماري والهمة والسلطة والشيخ واقايد والمقدم والداخلية والخارجية و و و","P","2016-10-07 12:50:34"
"1970","الأصالة والمعاصرة❤","P","2016-10-07 13:06:13"
"1971","ان شاء الله بنكيران ولاية تانية","P","2016-10-07 13:20:30"
"1972","والله لم اكن اريد التصويت لكن بعد مهزلت الدار البيضاء  قررت العكس . ماشي معا بنكيران ولكن ضد مهزلت الداخلية [[PHOTO]]","N","2016-10-07 13:21:36"
"1973","خروقات بالجملة اليوم بأقليم الدريوش بطلها حزب التجمع الوطني للأحرار  وحزب تراكتور والله اخوتي الا كلشي مشري صنادق وبنادم قالك الشفافية والنزاهة خخخ","N","2016-10-07 13:22:28"
"1974","و مزااااال غادي تشوفو آش غادي ديرو صحاب التراكتور فاش يشدو الحكومة ... العصى لمن عصى ... ايام البصري غادا ترجع","N","2016-10-07 13:27:52"
"1975","يا رب يسقط بنكيران وحزب المنافقين","N","2016-10-07 13:32:07"
"1976","إوا مع هاته النسبة لا شرعية للبرلمان أن يشرع في أمورنا وهذا نظام فاقد لشرعيته عليه بالتخلي.","N","2016-10-07 13:33:13"
"1977","تقولي شباط نجح نبرقق مك","N","2016-10-07 13:45:05"
"1978","بغينا حزب الحلوة و الشكلاط بقيادة كيم كارداشيان ان يفوز بالاغلبية الساحقة","P","2016-10-07 13:47:03"
"1979","نتوما اكبر موزعين دالفلوس ا بو حناك . خديت معندكوم و تغديت و تعشيت و مع 12 مشيت صوت على البيجيدي. وا طرطق الغليض","N","2016-10-07 13:52:05"
"1980","التصويت كان محبطا للأحزاب السياسية سواء على مستوى المقاطعة أو الأوراق الملغاة الشيء الذي يبرز الحاجة لشكيل حكومة تقنوقراط","P","2016-10-07 13:52:22"
"1981","العتب على رئيس حكومة مدلول متستر على الفساد جايين دبا تبكيو ا تشكيو ، حصول اللهم اضرب ضالمين بالضالمين واخرجنا من بينهم سالمين","N","2016-10-07 13:55:29"
"1982","المهم الناس كاتابع مجلس النواب","P","2016-10-07 14:05:30"
"1983","انشاء الله حزب العدالة و التنمية","P","2016-10-07 14:17:11"
"1984","العدالة و التنمية إنشاء الله 💡💡💡💡💡","P","2016-10-07 14:19:17"
"1985","بنكيران ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💕💕💕💕💕","P","2016-10-07 14:21:32"
"1986","نجاح بنكيران انشاء الله","P","2016-10-07 14:21:37"
"1987","بنكيران فاشل و انتهازي انتهى الكلام","N","2016-10-07 14:22:36"
"1988","الله يحبط بنكيران ولي  كيجي معاه","N","2016-10-07 14:24:34"
"1989","مزوار الزهواني","N","2016-10-07 14:25:07"
"1990","لقلاوي لا داها بنكيران ههههههههههههههههههههههههههه","N","2016-10-07 14:26:28"
"1991","العدالة والتنمية الى الحكومة","P","2016-10-07 14:28:03"
"1992","الرابح الوحيد هو محمد السادس اللي ضامن بلاصتو","P","2016-10-07 14:29:39"
"1993","المغرب مافيه لاديمقراطية ولايحزنون . السلطة بغات ترجع المغرب للعصر الحجري . اتحكمو فيه اللوبيات ورجال الاعمال بتأييد من الداخلية","N","2016-10-07 14:30:55"
"1994","العدالة و التنمية في ولاية تانية انشاء الله","P","2016-10-07 14:32:45"
"1995","هههههه واش كاين شي دولة اسمها مصر ? هناك دولة العرص واتباعه من الحمير ككاتب هذا المقال ديال النم","N","2016-10-07 14:36:19"
"1996","مدينة فاس :  البام في آخر ترتيب بأغلب  المكاتب والمصباح في الصدارة
زغرتوا على الهمة!!!!","P","2016-10-07 14:37:26"
"1997","دوزيم واغلبية المواقع الالكترونية واغلب رجال الاعمال واغلب الاحزاب تحالفو ضد بن كيران ادن هو يسير في الطريق الصحيح","P","2016-10-07 14:37:31"
"1998","كيف سيكون موقفكم يا صحافة النقذ والشيك اذا تولى بنكيران زمام الحكم للمرة الثانية!!؟؟","N","2016-10-07 14:40:02"
"1999","الاصالة والمعاصرة بغينا","P","2016-10-07 14:43:49"
